event,round,player,playerId,teamId,hole,shot,shotDistance_yds,distanceToPin_yds,shotDistance_m,distanceToPin_m,lieAfterShot,lieAfterShotCode,lieBeforeShot,lieBeforeShotCode,ballHoled,eventType,holeScore,timestamp,isProvisional,isBallDrop,x,z,seqNum,source,commentary
amgen-irish-open-2026,1,Laurie Canter,840,45,1,1,330.3,175.1,302.02,160.14,Rough,OST,,,False,DetailedLie,,2026-09-10T12:11:28.000Z,False,False,466347.30935953493,5844395.224345871,6,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,1,2,101.4,73.8,92.7,67.53,Fairway,OFW,,,False,DetailedLie,,2026-09-10T12:14:52.000Z,False,False,466403.1733944699,5844469.253620114,10,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,1,3,77.6,4.3,70.95,3.9,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-10T12:16:31.000Z,False,False,466451.17410504865,5844521.5566476565,14,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,1,4,4.4,0.2,4.04,0.2,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T12:20:17.000Z,False,False,466447.40704631526,5844520.072152682,18,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,1,5,0.2,,0.2,,,,,,True,BallHoled,Bogey,2026-09-10T12:20:19.000Z,False,False,466447.4937313835,5844520.249952211,21,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,2,1,277.8,166.5,253.98,152.25,Fairway,OFW,,,False,DetailedLie,,2026-09-10T12:26:45.000Z,False,False,466622.38824366004,5844527.650188635,27,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,2,2,170.0,5.5,155.46,5.05,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-10T12:32:32.000Z,False,False,466755.93412539235,5844607.630663189,31,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,2,3,5.4,0.2,4.9,0.15,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T12:34:43.000Z,False,False,466755.18244980485,5844602.787260995,35,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,2,4,0.2,,0.15,,,,,,True,BallHoled,Par,2026-09-10T12:34:49.000Z,False,False,466755.1343622173,5844602.642771302,38,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,3,1,252.2,76.0,230.62,69.47,Fairway,OFW,,,False,DetailedLie,,2026-09-10T13:42:34.000Z,False,False,466776.2045387878,5844870.516328109,44,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,3,2,70.6,5.5,64.55,5.06,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-10T13:45:22.000Z,False,False,466749.1671909952,5844929.126322937,48,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,3,3,6.0,0.5,5.49,0.46,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T13:47:37.000Z,False,False,466745.85371840687,5844933.512698115,52,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,3,4,0.5,,0.46,,,,,,True,BallHoled,Par,2026-09-10T13:47:41.000Z,False,False,466746.01515489153,5844933.082850687,55,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,4,1,341.2,246.0,311.99,224.93,,ORO,,,False,DetailedLie,,2026-09-10T14:14:20.000Z,False,False,466938.977704791,5845204.319200932,61,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,4,2,227.3,20.7,207.85,18.89,,OCO,,,False,DetailedLie,,2026-09-10T13:23:38.000Z,False,False,467089.19660024013,5845348.214681913,65,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,4,3,22.0,1.6,20.11,1.45,Green,OGR,,OCO,False,DetailedLie,,2026-09-10T13:29:33.000Z,False,False,467108.6520961124,5845353.453592004,69,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,4,4,1.6,,1.45,,,,,,True,BallHoled,Birdie,2026-09-10T14:32:43.000Z,False,False,467107.258158931,5845353.871980896,72,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,5,1,245.9,144.6,224.83,132.19,Fairway,OFW,,,False,DetailedLie,,2026-09-10T13:39:15.000Z,False,False,466932.58320247737,5845302.900158967,129,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,5,2,121.6,23.7,111.22,21.67,,OCO,,,False,DetailedLie,,2026-09-10T13:46:22.000Z,False,False,466824.6745664453,5845266.870936409,137,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,5,3,25.1,1.8,22.97,1.69,Green,OGR,,OCO,False,DetailedLie,,2026-09-10T13:50:48.000Z,False,False,466811.38273253734,5845248.126987392,140,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,5,4,1.8,,1.69,,,,,,True,BallHoled,Par,2026-09-10T14:53:59.000Z,False,False,466811.2968294185,5845249.809736903,145,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,6,1,312.3,80.7,285.56,73.78,,ONA,,,False,DetailedLie,,2026-09-10T14:17:42.000Z,True,False,466886.4326764786,5845569.866208205,179,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,6,1,356.6,14.4,326.07,13.16,,OGS,,,False,DetailedLie,,2026-09-10T14:17:42.000Z,True,False,466843.87596851896,5845625.08505362,184,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,6,3,91.2,13.0,83.36,11.86,Green,OGR,,,False,DetailedLie,,2026-09-10T14:27:22.000Z,False,False,466854.53456382034,5845646.877406047,190,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,6,4,2.7,0.8,2.5,0.73,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T14:27:53.000Z,False,False,466852.93195829843,5845635.009390154,195,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,6,5,0.8,,0.73,,,,,,True,BallHoled,Bogey,2026-09-10T14:28:24.000Z,False,False,466852.23900487716,5845635.249071994,198,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,7,1,215.1,15.0,196.65,13.71,,ORO,,,False,DetailedLie,,2026-09-10T14:34:47.000Z,False,False,466946.22586815833,5845780.548061341,204,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,7,2,14.0,1.2,12.85,1.07,Green,OGR,,ORO,False,DetailedLie,,2026-09-10T14:36:48.000Z,False,False,466940.7447490238,5845792.165951901,208,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,7,3,1.2,,1.07,,,,,,True,BallHoled,Par,2026-09-10T15:39:52.000Z,False,False,466939.7891502221,5845792.658904053,211,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,8,1,297.8,278.5,272.29,254.62,,OIR,,,False,DetailedLie,,2026-09-10T15:01:31.000Z,False,False,466923.4658297447,5846130.321073699,256,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,8,2,246.5,39.9,225.41,36.49,Rough,OST,,,False,DetailedLie,,2026-09-10T15:12:55.000Z,False,False,466776.8539520474,5846301.711470036,261,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,8,3,48.8,10.9,44.62,10.0,Fairway,OFW,,,False,DetailedLie,,2026-09-10T15:15:51.000Z,False,False,466732.1657167638,5846303.061750548,264,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,8,4,11.4,1.7,10.47,1.52,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-10T15:17:11.000Z,False,False,466741.8976885015,5846306.957846026,270,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,8,5,1.8,0.3,1.62,0.24,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T15:18:56.000Z,False,False,466740.94519612036,5846308.269751406,274,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,8,6,0.3,,0.24,,,,,,True,BallHoled,Bogey,2026-09-10T15:18:59.000Z,False,False,466740.8451885723,5846308.049650018,277,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,9,1,162.5,1.2,148.64,1.12,Green,OGR,,OBU,False,DetailedLie,,2026-09-10T15:26:05.000Z,False,False,466663.33746408817,5846388.253073707,283,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,9,2,1.2,0.5,1.14,0.44,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T15:30:33.000Z,False,False,466662.8101898349,5846387.24036113,287,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,9,3,0.5,,0.44,,,,,,True,BallHoled,Par,2026-09-10T15:30:37.000Z,False,False,466663.2408719432,5846387.133232638,290,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,10,1,330.7,226.0,302.39,206.68,,ONA,,,False,DetailedLie,,2026-09-10T15:46:08.000Z,False,False,466893.22102901444,5846348.963984167,296,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,10,2,167.7,58.4,153.34,53.36,Fairway,OFW,,,False,DetailedLie,,2026-09-10T15:53:35.000Z,False,False,467040.34266908054,5846304.782956963,300,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,10,3,47.9,11.2,43.84,10.23,Fairway,OFW,,,False,DetailedLie,,2026-09-10T15:56:55.000Z,False,False,467083.4794301594,5846296.490219107,304,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,10,4,12.6,1.5,11.49,1.39,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-10T15:58:07.000Z,False,False,467092.5770473031,5846289.444769906,308,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,10,5,1.5,,1.39,,,,,,True,BallHoled,Par,2026-09-10T16:00:06.000Z,False,False,467091.89694519783,5846290.652274879,311,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,11,1,177.7,10.5,162.52,9.56,Green,OGR,,OBU,False,DetailedLie,,2026-09-10T16:15:16.000Z,False,False,467017.42112642,5846161.747714766,317,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,11,2,9.7,0.8,8.84,0.73,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T16:16:24.000Z,False,False,467024.5744543082,5846156.542880214,321,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,11,3,0.8,,0.73,,,,,,True,BallHoled,Par,2026-09-10T16:18:20.000Z,False,False,467025.2168678267,5846156.193446444,324,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,12,1,264.8,160.5,242.15,146.8,,OIR,,,False,DetailedLie,,2026-09-10T16:26:05.000Z,False,False,467058.30116187484,5845896.468805503,330,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,12,2,140.9,24.7,128.8,22.54,Green,OGR,,OIR,False,DetailedLie,,2026-09-10T16:28:41.000Z,False,False,467088.7492507115,5845771.365537942,334,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,12,3,24.7,0.1,22.57,0.07,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T16:31:03.000Z,False,False,467078.7925159692,5845751.115730267,338,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,12,4,0.1,,0.07,,,,,,True,BallHoled,Par,2026-09-10T16:31:13.000Z,False,False,467078.745958902,5845751.164032258,341,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,13,1,257.2,182.4,235.19,166.75,,ORO,,,False,DetailedLie,,2026-09-10T16:40:02.000Z,False,False,466969.43017716886,5845472.264755559,347,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,13,2,150.7,31.7,137.81,29.0,Fairway,OFW,,,False,DetailedLie,,2026-09-10T16:45:23.000Z,False,False,466850.6460988944,5845402.033437729,352,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,13,3,30.6,1.1,28.02,1.05,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-10T16:48:33.000Z,False,False,466827.78906006506,5845385.779012873,356,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,13,4,1.1,,1.05,,,,,,True,BallHoled,Par,2026-09-10T16:50:18.000Z,False,False,466826.7756636504,5845385.49832618,359,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,14,1,138.4,20.7,126.56,18.89,,OIR,,,False,DetailedLie,,2026-09-10T16:59:52.000Z,False,False,466758.5942053587,5845184.84142202,365,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,14,2,28.8,8.3,26.37,7.57,Green,OGR,,OIR,False,DetailedLie,,2026-09-10T17:02:57.000Z,False,False,466743.0872043733,5845206.1786261145,370,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,14,3,8.2,0.1,7.53,0.11,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T17:07:07.000Z,False,False,466748.36227717664,5845200.790457897,374,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,14,4,0.1,,0.11,,,,,,True,BallHoled,Bogey,2026-09-10T17:07:11.000Z,False,False,466748.3138797926,5845200.689520704,377,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,15,1,258.3,100.5,236.17,91.87,,ORO,,,False,DetailedLie,,2026-09-10T17:14:53.000Z,False,False,466751.30355846486,5845032.134035499,383,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,15,2,103.3,3.7,94.44,3.36,Green,OGR,,ORO,False,DetailedLie,,2026-09-10T17:19:14.000Z,False,False,466690.43954680656,5844959.8600690495,387,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,15,3,4.1,0.4,3.72,0.36,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T17:23:18.000Z,False,False,466694.1151978466,5844960.45025893,392,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,15,4,0.4,,0.36,,,,,,True,BallHoled,Par,2026-09-10T17:25:08.000Z,False,False,466693.74985827936,5844960.466198782,395,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,16,1,194.2,15.1,177.56,13.81,,OGS,,,False,DetailedLie,,2026-09-10T17:33:00.000Z,False,False,466766.52422473487,5844715.80200105,517,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,16,2,9.8,5.5,8.97,5.0,Green,OGR,,OGS,False,DetailedLie,,2026-09-10T17:34:05.000Z,False,False,466757.5410008088,5844715.956703878,521,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,16,3,5.6,0.2,5.09,0.14,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T17:36:07.000Z,False,False,466752.6804287854,5844717.5097988425,525,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,16,4,0.2,,0.14,,,,,,True,BallHoled,Bogey,2026-09-10T17:36:09.000Z,False,False,466752.805859772,5844717.580849682,528,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,17,1,257.2,131.9,235.17,120.64,,OIR,,,False,DetailedLie,,2026-09-10T17:46:38.000Z,False,False,466580.28083340224,5844426.213414049,534,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,17,2,133.6,4.0,122.2,3.64,Green,OGR,,OIR,False,DetailedLie,,2026-09-10T17:49:04.000Z,False,False,466459.11879773444,5844408.614542268,538,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,17,3,4.0,0.0,3.61,0.05,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T17:51:55.000Z,False,False,466461.1918094934,5844405.653806687,542,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,17,4,0.0,,0.05,,,,,,True,BallHoled,Par,2026-09-10T17:51:57.000Z,False,False,466461.181593683,5844405.609475702,545,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,18,1,261.1,152.8,238.78,139.72,Fairway,OFW,,,False,DetailedLie,,2026-09-10T18:00:11.000Z,False,False,466219.3012383866,5844306.274642949,551,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,18,2,161.2,8.4,147.39,7.7,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-10T18:04:28.000Z,False,False,466077.64291650004,5844264.631651767,555,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,18,3,8.4,0.0,7.72,0.04,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-10T18:07:59.000Z,False,False,466085.24593379535,5844266.033141173,559,feed,
amgen-irish-open-2026,1,Laurie Canter,840,45,18,4,0.0,,0.04,,,,,,True,BallHoled,Par,2026-09-10T18:08:04.000Z,False,False,466085.22637745563,5844266.066134331,562,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,1,1,330.6,157.4,302.35,143.91,Fairway,OFW,,,False,DetailedLie,,2026-09-11T08:06:17.000Z,False,False,466345.0539821416,5844405.338003333,6,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,1,2,141.9,17.6,129.77,16.08,Fairway,OFW,,,False,DetailedLie,,2026-09-11T08:10:16.000Z,False,False,466435.1920640834,5844498.82291264,10,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,1,3,18.1,0.6,16.57,0.54,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T08:13:58.000Z,False,False,466451.2056179901,5844503.178566694,14,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,1,4,1.1,0.5,0.97,0.44,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T08:15:58.000Z,False,False,466450.23804084136,5844503.166599953,18,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,1,5,0.5,,0.44,,,,,,True,BallHoled,Bogey,2026-09-11T08:16:03.000Z,False,False,466450.66898467223,5844503.273749797,21,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,2,1,290.3,144.4,265.44,132.05,,ORO,,,False,DetailedLie,,2026-09-11T08:25:08.000Z,False,False,466620.5293923812,5844554.376587645,27,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,2,2,147.0,8.8,134.43,8.07,Green,OGR,,ORO,False,DetailedLie,,2026-09-11T08:29:03.000Z,False,False,466748.1966532899,5844597.221945369,31,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,2,3,9.1,0.3,8.33,0.28,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T08:31:24.000Z,False,False,466743.21259502886,5844603.89483908,35,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,2,4,0.3,,0.28,,,,,,True,BallHoled,Par,2026-09-11T08:33:29.000Z,False,False,466743.28165467543,5844603.628506789,38,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,3,1,292.8,46.0,267.72,42.03,,ORO,,,False,DetailedLie,,2026-09-11T08:40:40.000Z,False,False,466777.690372671,5844907.439046174,44,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,3,2,46.0,0.7,42.08,0.61,Green,OGR,,ORO,False,DetailedLie,,2026-09-11T08:43:32.000Z,False,False,466740.4413476029,5844927.153397943,48,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,3,3,0.7,,0.61,,,,,,True,BallHoled,Birdie,2026-09-11T08:46:52.000Z,False,False,466740.2085638874,5844926.585624509,51,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,4,1,332.5,258.2,304.0,236.07,Fairway,OFW,,,False,DetailedLie,,2026-09-11T08:56:14.000Z,False,False,466938.22780499805,5845194.711125713,57,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,4,2,243.7,15.9,222.86,14.51,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T09:02:41.000Z,False,False,467100.9282472183,5845347.277384065,61,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,4,3,16.3,0.6,14.9,0.54,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T09:08:57.000Z,False,False,467106.75718197104,5845360.990997547,65,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,4,4,0.6,,0.54,,,,,,True,BallHoled,Birdie,2026-09-11T09:10:50.000Z,False,False,467106.26359161903,5845360.770554059,68,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,5,1,258.6,117.7,236.44,107.63,Fairway,OFW,,,False,DetailedLie,,2026-09-11T09:21:36.000Z,False,False,466916.9017674753,5845308.648044278,74,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,5,2,114.6,5.4,104.79,4.93,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T09:25:32.000Z,False,False,466825.876130413,5845256.438347243,78,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,5,3,5.4,0.0,4.92,0.04,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T09:28:22.000Z,False,False,466821.4329697138,5845258.566625785,82,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,5,4,0.0,,0.04,,,,,,True,BallHoled,Par,2026-09-11T09:28:23.000Z,False,False,466821.43797626963,5845258.607495162,85,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,6,1,261.8,108.8,239.42,99.52,Fairway,OFW,,,False,DetailedLie,,2026-09-11T09:36:16.000Z,False,False,466852.3263619157,5845533.846618918,91,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,6,2,111.3,3.0,101.81,2.73,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T09:42:25.000Z,False,False,466856.7196316801,5845635.51501616,95,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,6,3,3.2,0.3,2.94,0.24,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T09:47:35.000Z,False,False,466858.3205921142,5845633.051842262,99,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,6,4,0.3,,0.24,,,,,,True,BallHoled,Par,2026-09-11T09:47:49.000Z,False,False,466858.10111130774,5845633.154437901,102,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,7,1,227.6,11.4,208.12,10.46,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T09:53:27.000Z,False,False,466930.37562777376,5845799.490730828,108,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,7,2,11.5,0.2,10.53,0.15,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T09:59:27.000Z,False,False,466927.5180330721,5845789.356202025,112,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,7,3,0.2,,0.15,,,,,,True,BallHoled,Par,2026-09-11T09:59:29.000Z,False,False,466927.4181539053,5845789.463519978,115,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,8,1,298.9,276.2,273.27,252.56,Fairway,OFW,,,False,DetailedLie,,2026-09-11T10:08:37.000Z,False,False,466902.02946912084,5846123.641864979,288,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,8,2,256.3,24.6,234.35,22.52,,OGS,,,False,DetailedLie,,2026-09-11T12:24:06.000Z,False,False,466743.72749681195,5846296.660774314,292,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,8,3,14.2,11.0,12.96,10.08,Green,OGR,,OGS,False,DetailedLie,,2026-09-11T10:17:27.000Z,False,False,466745.09960968175,5846309.546677876,296,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,8,4,11.0,0.2,10.08,0.15,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T10:18:52.000Z,False,False,466742.00943461386,5846319.143746509,300,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,8,5,0.2,,0.15,,,,,,True,BallHoled,Par,2026-09-11T10:18:55.000Z,False,False,466741.8702928879,5846319.094578679,303,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,9,1,163.2,10.2,149.23,9.29,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T10:24:52.000Z,False,False,466664.6427501832,5846388.906126909,142,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,9,2,9.9,0.3,9.02,0.27,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T10:28:41.000Z,False,False,466656.33847181004,5846385.3547001295,146,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,9,3,0.3,,0.27,,,,,,True,BallHoled,Par,2026-09-11T10:28:48.000Z,False,False,466656.0771589251,5846385.277523787,149,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,10,1,335.1,257.4,306.43,235.32,Fairway,OFW,,,False,DetailedLie,,2026-09-11T10:36:22.000Z,False,False,466887.14181737707,5846320.865157801,155,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,10,2,213.6,46.0,195.36,42.07,,OIR,,,False,DetailedLie,,2026-09-11T10:44:48.000Z,False,False,467080.2375768286,5846288.819778208,159,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,10,3,48.5,2.8,44.34,2.54,Green,OGR,,OIR,False,DetailedLie,,2026-09-11T10:47:58.000Z,False,False,467124.1114936354,5846295.814000887,163,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,10,4,2.9,0.2,2.62,0.22,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T10:53:09.000Z,False,False,467121.66910087544,5846296.781600981,167,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,10,5,0.2,,0.22,,,,,,True,BallHoled,Par,2026-09-11T10:53:11.000Z,False,False,467121.67330758634,5846296.557711149,170,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,11,1,151.3,27.6,138.36,25.26,Fairway,OFW,,,False,DetailedLie,,2026-09-11T11:04:34.000Z,False,False,467031.8699714315,5846179.775728149,178,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,11,2,27.7,0.2,25.3,0.17,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T11:05:27.000Z,False,False,467030.9291855381,5846154.504363046,183,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,11,3,0.2,,0.17,,,,,,True,BallHoled,Par,2026-09-11T11:05:42.000Z,False,False,467030.7681988018,5846154.553319719,186,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,12,1,274.7,140.1,251.22,128.09,,ORO,,,False,DetailedLie,,2026-09-11T11:14:58.000Z,False,False,467057.86047320697,5845885.702414532,193,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,12,2,141.8,1.7,129.63,1.55,Green,OGR,,ORO,False,DetailedLie,,2026-09-11T11:18:43.000Z,False,False,467094.64948524215,5845761.441971811,197,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,12,3,2.1,0.4,1.89,0.34,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T11:21:35.000Z,False,False,467094.34537723113,5845763.308859602,201,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,12,4,0.4,,0.34,,,,,,True,BallHoled,Par,2026-09-11T11:21:43.000Z,False,False,467094.4131841324,5845762.976241406,204,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,13,1,305.0,124.4,278.91,113.71,Fairway,OFW,,,False,DetailedLie,,2026-09-11T11:30:00.000Z,False,False,466921.4397950404,5845441.719153082,211,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,13,2,113.8,10.7,104.06,9.75,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T11:34:05.000Z,False,False,466828.65042932547,5845394.286066501,216,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,13,3,10.8,0.2,9.84,0.17,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T11:36:10.000Z,False,False,466819.26781413594,5845391.273190069,220,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,13,4,0.2,,0.17,,,,,,True,BallHoled,Par,2026-09-11T11:36:11.000Z,False,False,466819.3968493,5845391.1564019155,223,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,14,1,124.3,15.6,113.63,14.26,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T11:46:27.000Z,False,False,466739.67496954685,5845208.505051709,229,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,14,2,14.7,1.0,13.44,0.87,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T11:47:57.000Z,False,False,466734.76951864915,5845195.997681932,233,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,14,3,1.0,,0.87,,,,,,True,BallHoled,Par,2026-09-11T11:49:51.000Z,False,False,466734.2052330818,5845195.3350802725,236,feed,
